Stage Name,Real Name,Group,Instagram,Profile Pic,Kpopping Profile,Bio,ID
Takuya,Terada Takuya,Cross Gene,https://www.instagram.com/cg_takuya/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_3065.png,https://kpopping.com/profiles/artist/1679-Takuya,"Takuya is a member of the group Cross Gene. He was the original leader, but felt that he was not suited for the role. He is also known as the Gorgeous Gene.",1291
Tao,Huang Zitao,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Tao_Pose_masterworksquare.png,https://kpopping.com/profiles/artist/219-Tao,,1292
Taro,Choi Wonjin,H.B.Y,https://www.instagram.com/taro_ov/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taro.png,https://kpopping.com/profiles/artist/1514-Taro,"Taro is a main vocalist and dancer in H.B.Y. He is considered the brains of the group, and placed in the top 1% of students in Incheon while in school. He is an official member of Oh My Girl's fanclub.",1293
Teddy,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_teddy.png,https://kpopping.com/profiles/artist/1961-Teddy,,1294
Teddy Park,Park Hongjoon,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Teddy_Park_default_silhouette.png,https://kpopping.com/profiles/artist/5868-Teddy-Park,"Teddy is a Korean-American rapper, songwriter, and producer. He debuted as a member of 1TYM in 1998. Since then, he has worked as a producer with YG Entertainment and made hits for 2NE1, Big Bang, Seven, and BlackPink.",1295
Tei,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Tei_default_silhouette.png,https://kpopping.com/profiles/artist/3719-Tei,,1296
TEM,Esther Taem/ Taem Gongju,4TEN,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_375px-4TEN_TEM_1.png,https://kpopping.com/profiles/artist/1774-TEM,TEM is a Korean pop singer. She is a former member of the girl group 4TEN.,1297
Ten,Chittaphon Leechaiyapornkul,"NCT U, NCT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ten-350_400.png,https://kpopping.com/profiles/artist/350-Ten,,1298
Teno,Hwang Euijeong,BLANC7,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_teno.png,https://kpopping.com/profiles/artist/995-Teno,,1299
Terry,Han Da Som,NeonPunch,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_terry.png,https://kpopping.com/profiles/artist/4821-Terry,Terry is a member of NeonPunch.,1300
The King,Kim Hyunjae,Black6ix,https://www.instagram.com/b6_theking/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/The_King_default_silhouette(1).png,https://kpopping.com/profiles/artist/1750-The-King,The King is a rapper and the maknae of Black6ix.,1301
The8,Xu Minghao,Seventeen,https://www.instagram.com/xuminghao_o/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_the8.png,https://kpopping.com/profiles/artist/271-The8,THE8 is a Chinese singer under PLEDIS ENTERTAINMENT. He is part of the group Seventeen.,1302
Tiffany,Stephanie Young Hwang,Girls' Generation,https://www.instagram.com/tiffanyyoungofficial/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Tiffany350x400(1).png,https://kpopping.com/profiles/artist/61-Tiffany,"Known as Tiffany or Tiffany Hwang, is an American singer. Born and raised in California, she was discovered by South Korean entertainment agency S.M. Entertainment at the age of fifteen then moved to South Korea. After four years of training, Tiffany debuted as a member of girl group Girls' Generation (and later its subgroup TTS) in August 2007, who went on to be one of the best-selling artists in South Korea and one of South Korea's most popular girl groups worldwide. In October 2017 Tiffany left S.M. Entertainment then in June 2018 she announced she would be debuting in the United States through a single album called ""Over My Skin""",1303
Tiger JK,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_tiger_jk.png,https://kpopping.com/profiles/artist/1224-Tiger-JK,"South Korean rapper, record producer and entrepreneur and the creator and member of Drunken Tiger. Member of hip hop trio MFBTY.",1304
Timoteo,unknown,HOTSHOT,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Timoteo_default_silhouette(1).png,https://kpopping.com/profiles/artist/557-Timoteo,Kim moon gyu aka Timoteo was a former trainee of SM Entertainment with Junhyuk. He was about to debut as an EXO member. He left EXO because he got tired of waiting for EXO’s debut and he also got lots of stress from his parents.,1305
Tony,An Seungho,H.O.T,https://www.instagram.com/tntonyan/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Tony_default_silhouette.png,https://kpopping.com/profiles/artist/5965-Tony,Tony was a member of the South Korean boy group H.O.T.,1306
Ttabo,Fu Ying Nan,RANIA,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ttabo.png,https://kpopping.com/profiles/artist/4772-Ttabo,Ttabo is a member of the girl group BP RANIA. She’s an ex-member of Miss Mass.,1307
Tymee,Lee Ok-joo,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_tymee.png,https://kpopping.com/profiles/artist/179-Tymee,Tymee is Korea's fastest female rapper. She is a solo artist.,1308
Tzuyu,Chou Tzuyu,Twice,https://www.instagram.com/twicetagram/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Tzuyu350x400.png,https://kpopping.com/profiles/artist/137-Tzuyu,"Tzuyu was born in Tainan, Taiwan, on June 14, 1999, to
parents of self-made entrepreneurs. In 2012, she was
seen by talent scouts at the MUSE Performing Arts
Workshop in Tainan and travelled to South Korea in
November that year to become a K-pop trainee. After
more than two years of training, she appeared on the
South Korean reality show Sixteen in 2015, during which
she was chosen as one of the nine members of the new
girl band Twice.",1309
U,Mizuguchi Yuto,ONF,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_u.png,https://kpopping.com/profiles/artist/859-U,"Yuto was born in Osaka, Japan. He is the main dancer of the boy group ONF under WM Entertainment. He used to be a JYP trainee and trained under WM for 1 year before debuting. He is part of the OFF Team.",1310
U,Woo Chang Beom,Vermuda,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Picture1kl.png,https://kpopping.com/profiles/artist/1160-U,U is a member of Vermuda. He is a former member of 100%.,1311
U-JI,Jung Yu Ji,"EXID, Bestie",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/U-JI_Pose_ujisquare(1).png,https://kpopping.com/profiles/artist/191-U-JI,,1312
U-Kwon,Kim Yu Kwon,Block B,https://www.instagram.com/uk_530/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ukwoncinturpnag.png,https://kpopping.com/profiles/artist/490-U-Kwon,"U-Kwon is part of Block B. He was born in Suwon, South Korea. He has an older brother. His specialties are dancing and playing electric guitar.
U-Kwon is also part of the Block B subunit Bastarz with fellow members B-Bomb and P.O.",1313
U-Tae,Woo Tae,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/U-Tae_default_silhouette(1).png,https://kpopping.com/profiles/artist/1880-U-Tae,U-Tae was a former member and vocalist of A.Cian.,1314
Uchae,Yu Hye Jun,NATURE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_NATURE_Uchae_Allegro_Cantabile_promo_photo.png,https://kpopping.com/profiles/artist/5416-Uchae,Uchae is a lead dancer and vocalist who debuted with Nature on August 3 2018 under N.CH World.,1315
UEE,Kim Yoo Jin,After School,http://instagram.com/uieing,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/UEE_Pose_ueesquare.png,https://kpopping.com/profiles/artist/81-UEE,UEE (유이) is a Korean Pop singer and actress under Yuleum Entertainment. She was a member of the Korean girl group After School and the sub-unit A.S. RED. She is also a member of the joint group 4Tomorrow.,1316
Uhm Junghwa,Uhm Junghwa,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_junghwa.png,https://kpopping.com/profiles/artist/2915-Uhm-Junghwa,,1317
Uhyeong,Jin Yuhyeong,D.I.P,https://www.instagram.com/_uhyeong_/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_uhyeong.png,https://kpopping.com/profiles/artist/1790-Uhyeong,Uhyeong is the maknae of D.I.P. He is the only original D.I.P member in the current lineup.,1318
Uiyeon,Jeon Mingi,GreatGuys,https://www.instagram.com/_min_747/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Uiyeon_default_silhouette.png,https://kpopping.com/profiles/artist/5481-Uiyeon,,1319
Umji,Kim Ye Won,GFriend,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_umji2.png,https://kpopping.com/profiles/artist/88-Umji,"Umji (엄지) also known as Kim Ye-won (김예원) is a
South Korean singer. She is the lead rapper of GFriend,
which is under Source Music.
She was born in Incheon, South Korea and has one
older brother and one older sister. The CEO of Source
Music saw her walking on the street and invited her to
make an audition. She attended the Seoul School of
Performing Arts and graduated in February 2017 along
with SinB.",1320
Ungjae,Na Ung Jae,Imfact,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_SJIsParadise_IMFACT_5.png,https://kpopping.com/profiles/artist/1034-Ungjae,"Ungjae (Hangul: 웅재) is a South Korean Rapper, Composer and Lyricist under Star Empire Entertainment who is best known as a member of Boygroup Imfact.",1321
V,Kim Tae-hyung,BTS,https://www.instagram.com/bts.bighitofficial,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/V_Pose_vsquare.png,https://kpopping.com/profiles/artist/160-V,V is a South Korean singer under Big Hit Entertainment. He is one of the members of the popular K-pop group BTS.,1322
Vaan,Kim Sang Won,Seven O’Clock,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_vaan.png,https://kpopping.com/profiles/artist/1106-Vaan,Vaan is a member os Seven o'Clock.,1323
Vega Sungmo,Yoon Sungmo,Supernova,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Vega_Sungmo_default_silhouette.png,https://kpopping.com/profiles/artist/6977-Vega-Sungmo,Sungmo is a member of the South Korean boy group Supernova.,1324
Vernon,Hansol Vernon Choi,Seventeen,https://www.instagram.com/chwenotchew/?utm_source=ig_embed&utm_campaign=embed_loading_state_control,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_vernon.png,https://kpopping.com/profiles/artist/273-Vernon,,1325
Victor,Victor Han,AboutU,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Victor_Han_default_silhouette.png,https://kpopping.com/profiles/artist/6244-Victor,Victor is a member of the South Korean band AboutU.,1326
Victoria,Song Qian,f(x),https://www.instagram.com/victoria02_02/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Victoria_Pose_krystalsquia.png,https://kpopping.com/profiles/artist/98-Victoria,"Victoria is a Chinese singer, dancer, actress and model based in South Korea and China. She debuted in 2009 as a member of South Korean girl group f(x).",1327
Villain,Lee Seunghyun,SPECTRUM,https://www.instagram.com/win.hyun_2_717/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_spectrum_villain1_350.png,https://kpopping.com/profiles/artist/6113-Villain,Villain is a member of the South Korean boy group Spectrum.,1328
Viva,Hwang Ji Won,Good Day,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_viva.png,https://kpopping.com/profiles/artist/2386-Viva,"Viva is a member of Good Day. Her role model is Nine
Muses' Kyungri. Viva was a participant in the survival show
“The Unit”.",1329
Vivi,Wong Kahei,LOONA,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_vivi.png,https://kpopping.com/profiles/artist/374-Vivi,Vivi is the 5th member of the upcoming girl group LOONA and the sub-unit LOONA 1/3. She was presented in April 2017 with her single Everyday I Love You. Her representative color is Pastel Rose and her representative animal is a deer.,1330
Way,Heo Min Seon,Crayon Pop,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Way_Pose_waysquare.png,https://kpopping.com/profiles/artist/102-Way,"Way is a member of the girl group Crayon Pop. She is the younger twin sister of Choa and together with Choa, she has formed a subunit called Strawberry Milk.",1331
Wei,Lee Sung Joon,UP10TION,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_weia.png,https://kpopping.com/profiles/artist/590-Wei,Wei is rapper in the boy group UP10TION.,1332
Wendy,Son Seung-wan,Red Velvet,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_WENDY-350_400.png,https://kpopping.com/profiles/artist/55-Wendy,"Wendy Son (Korean name: Son Seung-wan; Hangul:손승
완; born February 21, 1994) is a Korean-Canadian singer
and dancer. She is the main vocalist of the South-Korean
girl group Red Velvet.",1333
Wenhan,Li Wenhan,UNIQ,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_wenhan.png,https://kpopping.com/profiles/artist/1136-Wenhan,,1334
Wheein,Jung Whee In,Mamamoo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_wheein.png,https://kpopping.com/profiles/artist/112-Wheein,Wheein is a member of the girl group MAMAMOO. Wheein appeared on “King of Masked Singer” as Half moon and she is a former MBK Entertainment trainee.,1335
Wheesung,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Wheesung_default_silhouette.png,https://kpopping.com/profiles/artist/3110-Wheesung,,1336
WIN,Han Jae Eun,INX,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_win.png,https://kpopping.com/profiles/artist/1039-WIN,,1337
WinWin,Dong Si Cheng,"NCT 127, NCT U, NCT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ww-350x400.png,https://kpopping.com/profiles/artist/352-WinWin,"WinWin is a Chinese member of South Korean boy group
NCT. He is part of the sub units NCT 127 and NCT U.",1338
Won Joo,Kim Won Joo,4MEN,http://instagram.com/4menwonjoo,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Won_Joo_default_silhouette.png,https://kpopping.com/profiles/artist/6775-Won-Joo,Won Joo is a member of the South Korean R&B group 4Men.,1339
Wonho,Shin Ho-seok,Monsta X,https://www.instagram.com/official_monsta_x/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_wonho_1.png,https://kpopping.com/profiles/artist/256-Wonho,"Shin Hoseok or Lee Hoseok (Hangul: 신호
석), better known as Wonho is the lead
vocalist and visual of Monsta X.",1340
WonI,Jung Ji Won,Batu,https://www.instagram.com/Z12_batu/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/WonI_default_silhouette.png,https://kpopping.com/profiles/artist/6231-WonI,WonI is a member of the South Korean band Batu.,1341
Wonpil,Kim Won Pil,Day6,https://www.instagram.com/kkkkwp/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_wonpil.png,https://kpopping.com/profiles/artist/552-Wonpil,"He was born in Incheon, South Korea. Synthesizer,
keyboardist, vocalist of Day6. He has an older sister and
was one of the founding members of 5LIVE, the original
name of Day6.",1342
